,index,title,date,hazard,hazard_type,recall_class,audience,distribution,brand,company,product
576,908,Marc Angelo brand chicken and pork products recalled due to undeclared soy and wheat,2019-04-11,"Soy , wheat",Allergen,Class 3,Retail,Nationally,Marc Angelo,Concord Premium Meats Ltd.,Chicken and pork products
577,910,H-Bakery brand Soboru recalled due to undeclared allergens,2019-04-05,Allergens,Allergen,Class 3,Retail,British Columbia,H-Bakery,Hana Foods,Soboru
578,911,Be Sweet Company brand Queen of Hearts Joyful Jellies recalled due to undeclared gluten,2019-04-03,Gluten,Allergen,Class 3,Retail,Nationally,Be Sweet Company,TJX Canada,Queen of hearts joyful jellies
579,912,Organic Irish Cream Tulsi recalled due to Salmonella,2019-04-03,Salmonella,Microbiological,Class 3,Retail,Saskatchewan,,Art Prints,To salmonella
580,914,Woash Wellness brand Me Time Loose-Leaf Tea recalled due to Salmonella,2019-04-02,Salmonella,Microbiological,Class 3,Retail,British Columbia,Woash Wellness,Woash Wellness,Me time loose-leaf tea
581,913,Oreinos Mylopotamos brand Cretan Dry Mizythra recalled due to Listeria monocytogenes,2019-04-02,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",Oreinos Mylopotamos,MFG Distribution Inc.,Cretan dry mizythra
582,915,Lee's Tea brand Teas recalled due to Salmonella,2019-03-29,Salmonella,Microbiological,Class 2,Consumer,Nationally,Lee's Tea,Lee's Provisions Inc.,Teas
583,916,Michael Kelly brand Gigas Oysters recalled due to generic E. coli,2019-03-29,E. coli,Microbiological,Class 2,Retail,"Hotel/Restaurant/Institutional, Retail",Michael Kelly,DOM International Limited,Gigas oysters
584,918,Mixed Pumpkin Yam Tea recalled due to undeclared milk,2019-03-27,Milk,Allergen,Class 3,Retail,"New Brunswick, Ontario, Quebec",,Pan Asia Food Co. Ltd.,To undeclared milk
585,919,Westholme Tea Company brand Teas recalled due to Salmonella,2019-03-27,Salmonella,Microbiological,Class 3,Retail,British Columbia,Westholme Tea Company,Westholme Tea Company,Teas
586,921,Naked Teas Galore brand Teas recalled due to Salmonella,2019-03-26,Salmonella,Microbiological,Class 3,Retail,"British Columbia, New Brunswick, Saskatchewan",Naked Teas Galore,Naked Teas Galore Inc.,Teas
587,922,Great Value brand Pancake and Waffle Mixes recalled due to presence of insects,2019-03-25,Insects,Extraneous Material,Class 3,Retail,Nationally,Great Value,Walmart Canada Corp.,Pancake and waffle mixes
588,924,Monster Energy brand Caffé Monster Salted Caramel Energy Drink Recalled Due to Pieces of Glass,2019-03-22,Glass,Extraneous Material,Class 1,Consumer,Nationally,Monster Energy,Monster Energy Canada Ltd.,Caffé monster salted caramel energy drink
589,925,Janes brand Pub Style Chicken Nuggets recalled due to Salmonella,2019-03-21,Salmonella,Microbiological,Class 1,Consumer,Nationally,Janes,Sofina Foods Inc.,Pub style chicken nuggets
590,926,Compliments Balance brand Extra Lean Turkey Meatballs recalled due to presence of bone fragments,2019-03-21,Bone,Extraneous Material,Class 2,Retail,Nationally,Compliments Balance,Macgregors Meat & Seafood Ltd.,Extra lean turkey meatballs
591,927,Amira brand Soup Mix Minestrone recalled due to presence of insects,2019-03-21,Insects,Extraneous Material,Class 3,Retail,Quebec,Amira,Amira Enterprises Inc.,Soup mix minestrone
592,928,Organic Matters brand Teas recalled due to Salmonella,2019-03-21,Salmonella,Microbiological,Class 2,Retail,Nationally,Organic Matters,OM Foods Inc,Teas
593,929,Hatton Naturals brand Organic Krishna Tulsi C/S recalled due to Salmonella,2019-03-21,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,"British Columbia, Ontario",Hatton Naturals,Hatton Naturals Inc.,Organic krishna tulsi c/s
594,930,Cedar Phoenicia brand Layer Izmir Figs recalled due to off odour,2019-03-20,Quality/Spoilage,Other,Class 3,Retail,"Alberta, British Columbia, Prince Edward Island, Manitoba, Nova Scotia, Ontario, Quebec, Saskatchewan",Cedar Phoenicia,Phoenicia Products,Layer izmir figs
595,931,Certain chicken breast strip products recalled by Olymel S.E.C. / L.P. due to undercooking,2019-03-19,Undercooking,Microbiological,Class 2,Hotel/Restaurant/Institutional,"Alberta, British Columbia, Ontario, Quebec",,Olymel S.E.C. / L.P.,Chicken breast strip products
596,932,"Coastal Waters brand Stuffed Sole with Garlic and Cream Cheese recalled due to undeclared shrimp, egg, soy, wheat",2019-03-18,"Shrimp, egg, soy, wheat",Allergen,Class 3,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Coastal Waters,Seven Seas Fish Co. Ltd.,Stuffed sole with garlic and cream cheese
597,933,Pur Naturals brand products recalled due to undeclared milk,2019-03-18,Milk,Allergen,Class 1,Consumer,"Ontario, Quebec",Pur Naturals,Pur-Natural Ingredients of Canada,Products
598,934,Renée's Gourmet brand Tangerine & Lime Vinaigrette recalled due to undeclared mustard,2019-03-15,Mustard,Allergen,Class 2,Retail,Nationally,Renée's Gourmet,Renée's Gourmet Foods Inc.,Tangerine & lime vinaigrette
599,935,Bottled bar clams recalled due to potential presence of dangerous bacteria,2019-03-15,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,,Out of the Blue Fish & Seafood Market,To potential presence of dangerous bacteria
600,936,Western Family brand Dinosaur Shaped Chicken Nuggets recalled due to pieces of plastic,2019-03-14,Plastic,Extraneous Material,Class 3,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Western Family,Save On Foods Limited Partnership,Dinosaur shaped chicken nuggets
601,937,iögo nanö brand 100% Cheddar recalled due to metal particles,2019-03-05,Metal,Extraneous Material,Class 3,Retail,"Ontario, Quebec",iögo nanö,Agropur Coopérative,100% cheddar
602,938,Flying Swallow brand Fennel recalled due to mould,2019-03-05,Mould,Microbiological,Class 3,Retail,"Alberta, British Columbia",Flying Swallow,Clover Trading Company Ltd.,Fennel
603,940,"Tartine Tarts Loving Pastries brand 4.25"" Shepherd's Pie recalled due to pieces of metal",2019-02-28,Metal,Extraneous Material,Class 3,"Hotel/Restaurant/Institutional, Retail",British Columbia,Tartine Tarts Loving Pastries,Tartine Tarts Inc.,"4.25"" shepherd's pie"
604,939,Brewer's Yeast Powder sold at Nature's Best recalled due to undeclared peanut,2019-02-28,Peanut,Allergen,Class 1,Consumer,Ontario,,Nature's Best,To undeclared peanut
605,942,Various brands of debittered brewer's yeast recalled due to undeclared peanut,2019-02-27,Peanut,Allergen,Class 1,Retail,"British Columbia, Ontario",Various,"Alder Natural Foods, Jo Anne's Place Health Foods",Of debittered brewer's yeast
606,943,Compliments brand Chicken Nuggets recalled due to Salmonella,2019-02-27,Salmonella,Microbiological,Class 1,Consumer,Nationally,Compliments,Sofina Foods Inc.,Chicken nuggets
607,941,Boffo's brand Applewood Smoked Rainbow Trout recalled due to potential presence of dangerous bacteria,2019-02-27,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,Boffo's,Boffo's,Applewood smoked rainbow trout
608,944,Debittered Brewers Yeast sold recalled due to undeclared peanut,2019-02-26,Peanut,Allergen,Class 1,Hotel/Restaurant/Institutional,"New Brunswick, Nova Scotia",,Dolphin Village,To undeclared peanut
609,945,Brewer's Yeast sold at Leu's Country Market recalled due to undeclared peanut,2019-02-26,Peanut,Allergen,Class 1,Retail,New Brunswick,,Leu's Country Market,To undeclared peanut
610,948,Flowers Pastry brand Rose Stuffing Flowers Pastry recalled due to mould,2019-02-21,Mould,Microbiological,Class 3,Retail,Ontario,Flowers Pastry,Hua Men Trading Co. Ltd.,Rose stuffing flowers pastry
611,953,Canada Herb brand Fish Mint recalled due to Salmonella,2019-02-19,Salmonella,Microbiological,Class 2,Retail,Ontario,Canada Herb,Canada Herb,Fish mint
612,951,Debittered Brewers Yeast sold at Herbs N Health recalled due to undeclared peanut,2019-02-19,Peanut,Allergen,Class 1,Consumer,Saskatchewan,,Herbs N Health,To undeclared peanut
613,952,Debittered Brewers Yeast sold at Scoop & Save Natural Health Foods recalled due to undeclared peanut,2019-02-19,Peanut,Allergen,Class 1,Retail,Manitoba,,Scoop & Save Natural Health Foods,To undeclared peanut
614,954,(Debittered) Brewer's Yeast sold at The Stone Store Natural Foods recalled due to undeclared peanut,2019-02-19,Peanut,Allergen,Class 1,Retail,Ontario,,The Stone Store Natural Foods,To undeclared peanut
615,955,Debittered Brewers Yeast sold at Best of Health recalled due to undeclared peanut,2019-02-19,Peanut,Allergen,Class 1,Retail,Alberta,,Best of Health,To undeclared peanut
616,956,Yeast Brewers Debittered sold at Fountainhead Health Store recalled due to undeclared peanut,2019-02-19,Peanut,Allergen,Class 1,Retail,Ontario,,Fountainhead Health Store,To undeclared peanut
617,957,Eat Smart brand 340 G (12 OZ) Sweet Kale Vegetable Salad Bag Kit recalled due to Listeria monocytogenes,2019-02-17,Listeria monocytogenes,Microbiological,Class 1,Retail,Nationally,Eat Smart,"Fresh Taste Produce Ltd., Gambles Ontario Produce Inc., Loblaw Companies Limited",340 g (12 oz) sweet kale vegetable salad bag kit
618,958,Victoria White Linen Collection Marinara Sauce recalled due to undeclared cashew,2019-02-16,Cashew,Allergen,Class 1,Retail,Nationally,,"B&G Foods Canada, ULC",To undeclared cashew
619,965,Various EnviroKidz brand cereals recalled due to undeclared wheat and gluten,2019-02-15,"Wheat , gluten",Allergen,Class 1,Retail,Nationally,Various EnviroKidz,Nature's Path Foods Inc.,Cereals
620,963,Trade Technocrats Ltd. Brewer's Debittered Yeast recalled due to undeclared peanut,2019-02-15,Peanut,Allergen,Class 1,Retail,"Manitoba, Ontario, Quebec, Saskatchewan",,Trade Technocrats Ltd.,To undeclared peanut
621,966,Brewers Yeast Debittered sold at Old Fashion Foods recalled due to undeclared peanut,2019-02-15,Peanut,Allergen,Class 1,Retail,Saskatchewan,,Old Fashion Foods,To undeclared peanut
622,964,Vienna Flat Bottom Rolls and Cara brand White Dinner Roll recalled due to pieces of metal,2019-02-15,Metal,Extraneous Material,Class 2,Retail,Warehouse,Vienna Flat Bottom Rolls and Cara,Ontario,White dinner roll
623,959,(Debittered) Brewer's Yeast sold at Bulk Barrel recalled due to undeclared peanut,2019-02-15,Peanut,Allergen,Class 1,Retail,Ontario,,Bulk Barrel,To undeclared peanut
624,962,Brewer's Yeast sold at Mainstay Natural Foods recalled due to undeclared peanut,2019-02-15,Peanut,Allergen,Class 1,Consumer,Ontario,,Mainstay Natural Foods,To undeclared peanut
625,961,Brewer's Yeast sold at New Life Mills Town & Country recalled due to undeclared peanut,2019-02-15,Peanut,Allergen,Class 1,Retail,Ontario,,New Life Mills Town & Country,To undeclared peanut
626,960,Various brands of Debittered Brewer's Yeast recalled due to undeclared peanut,2019-02-15,Peanut,Allergen,Class 1,Retail,"Alberta, Manitoba, Saskatchewan",Various,Greenline Distributors,Of debittered brewer's yeast
627,967,Vivi and Tom Baby Food brand baby and toddler foods recalled due to potential presence of dangerous bacteria,2019-02-14,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,Vivi and Tom Baby Food,Vivi and Tom Baby Food,Baby and toddler foods
628,968,Brewer's Yeast Debittered sold at Bulk Barn Foods Limited recalled due to undeclared peanut,2019-02-14,Peanut,Allergen,Class 1,Retail,Nationally,,Bulk Barn Foods Limited,To undeclared peanut
629,971,Purely Bulk brand Brewer's Yeast recalled due to undeclared peanut,2019-02-13,Peanut,Allergen,Class 1,Retail,Nationally,Purely Bulk,Puresource Corp.,Brewer's yeast
630,972,Ottogi brand Ramensari recalled due to undeclared egg,2019-02-13,Egg,Allergen,Class 1,Retail,Nationally,Ottogi,Seoul Trading Ltd.,Ramensari
631,973,"Kirkland Signature brand Pepperoni Pizza recalled due to undeclared egg, soy, mustard and wheat",2019-02-12,"Egg, soy, mustard , wheat",Allergen,Class 3,Retail,Ontario,Kirkland Signature,Costco Wholesale Canada Ltd.,Pepperoni pizza
632,974,Grain Process Enterprises Ltd. brand Brewers Yeast Debittered recalled due to undeclared peanut,2019-02-11,Peanut,Allergen,Class 1,Consumer,Nationally,Grain Process Enterprises Ltd.,Grain Process Enterprises Inc.,Brewers yeast debittered
633,975,Certain RXBAR and RXBAR Kids brand Protein Bars recalled due to undeclared peanut,2019-02-11,Peanut,Allergen,Class 1,Retail,Nationally,Certain RXBAR and RXBAR Kids,Vitacost.com,Protein bars
634,976,Betty brand and Nancy's Fancy Yummy-in-the-Tummy brand bakery products may be unsafe due to possible contamination from mice infestation at the manufacturing plant,2019-02-09,Quality/Spoilage,Extraneous Material,Class 2,Retail,"Ontario, Quebec",Betty,"Boulangerie Auger (1991) Inc., Les Services Alimentaires Firouz Inc.",And nancy's fancy yummy-in-the-tummy brand bakery products
635,977,Certain Ottogi brand noodle products recalled due to undeclared egg,2019-02-08,Egg,Allergen,Class 1,Retail,Nationally,Certain Ottogi,"Pan Asia Food Co. Ltd., T-Brothers Food And Trading Ltd., A-Mart Trading Corp., Seoul Trading Ltd.",Noodle products
636,979,Certain RXBAR brand Protein Bars recalled due to undeclared peanut,2019-02-08,Peanut,Allergen,Class 1,Retail,Nationally,Certain RXBAR,"Vitacost.com, Yogti Inc.",Protein bars
637,980,Uncle T Food brand Chocolate Coins recalled due to undeclared milk,2019-02-08,Milk,Allergen,Class 2,Retail,"Alberta, British Columbia, Ontario",Uncle T Food,Uncle T Food,Chocolate coins
638,981,Indigo Packaged Goodness brand Brewers Yeast Debittered recalled due to undeclared peanut,2019-02-07,Peanut,Allergen,Class 2,Retail,Ontario,Indigo Packaged Goodness,Indigo Natural Foods Inc.,Brewers yeast debittered
639,982,Candyland brand Gummi Bears recalled due to undeclared peanuts and tree nuts,2019-02-06,"Peanuts , tree nuts",Allergen,Class 3,Retail,"New Brunswick, Nova Scotia",Candyland,Candyland,Gummi bears
640,984,Crisp & Delicious brand Chicken Breast Nuggets recalled due to Salmonella,2019-01-25,Salmonella,Microbiological,Class 1,Retail,Nationally,Crisp & Delicious,Sofina Foods Inc.,Chicken breast nuggets
641,985,"CEC Entertainment, Inc. brand No Yeast Proprietary Pizza Dough Premix recalled due to Salmonella",2019-01-25,Salmonella,Microbiological,Class 2,Hotel/Restaurant/Institutional,Ontario,"CEC Entertainment, Inc.",Sysco Milton,No yeast proprietary pizza dough premix
642,986,CTCF brand Haw Flakes recalled due to pieces of glass,2019-01-25,Glass,Extraneous Material,Class 3,Retail,"Alberta, British Columbia, Manitoba",CTCF,Hung Gay Enterprises Ltd.,Haw flakes
643,987,Veg-Pak is recalling Veg-Pak brand Hot Peppers Red Thai and Longo's brand Hot Red Thai Chili Peppers due to Salmonella,2019-01-23,Salmonella,Microbiological,Class 2,Consumer,"New Brunswick, Newfoundland and Labrador, Nova Scotia, Ontario, Prince Edward Island, Quebec",Veg-Pak is recalling Veg-Pak,Veg-Pak,To salmonella
644,988,Krinos brand Kalamata Dried String Figs recalled due to presence of insects,2019-01-23,Insects,Extraneous Material,Class 3,Retail,Nationally,Krinos,Krinos Canada,Kalamata dried string figs
645,990,Red Chili Ingredient included in certain Hello Fresh brand and Chefs Plate brand Meal Kits recalled due to Salmonella,2019-01-21,Red chili ingredient included,Microbiological,Class 2,Consumer,"Prince Edward Island, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Red Chili Ingredient included in certain Hello Fresh,Hello Fresh Canada Inc.,And chefs plate brand meal kits
646,991,Canada Herb brand Red Chili recalled due to Salmonella,2019-01-20,Salmonella,Microbiological,Class 2,Retail,"Newfoundland and Labrador, Nova Scotia, Ontario",Canada Herb,Canada Herb,Red chili
647,992,Golden City Bakery brand Red Bean Mush recalled due to undeclared wheat,2019-01-18,Wheat,Allergen,Class 2,Retail,British Columbia,Golden City Bakery,Golden City Bakery,Red bean mush
648,993,Paradis Végétarien brand Veg-O-Mix Mushroom Chicken Flavour recalled due to undeclared egg and milk,2019-01-18,"Egg , milk",Allergen,Class 2,"Retail, Hotel/Restaurant/Institutional","Alberta, Ontario, Quebec",Paradis Végétarien,Paradis Végétarien Inc.,Veg-o-mix mushroom chicken flavour
649,994,Rice Select brand Organic White Rice recalled due to presence of insects,2019-01-17,Insects,Extraneous Material,Class 3,Retail,"Ontario, Quebec",Rice Select,Tree of Life (Telegraph Trail),Organic white rice
650,995,Certain Salmon Village brand Hot Smoked Atlantic Salmon Nuggets recalled due to Listeria monocytogenes,2019-01-17,Listeria monocytogenes,Microbiological,Class 1,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Certain Salmon Village,Delta Pacific Seafoods,Hot smoked atlantic salmon nuggets
651,996,Uruthira brand Hand Pounded Red Rice recalled due to presence of sand (rocks),2019-01-17,Rocks,Extraneous Material,Class 2,Retail,Ontario,Uruthira,Premi Foods Ltd.,Hand pounded red rice
652,997,Golden City Bakery brand Red Bean Paste recalled due to undeclared wheat,2019-01-16,Wheat,Allergen,Class 2,Retail,British Columbia,Golden City Bakery,Golden City Bakery,Red bean paste
653,999,Lactantia brand Lactose Free 2% Milk recalled due to presence of brown sediment,2019-01-15,Brown sediment,Extraneous Material,Class 3,Retail,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",Lactantia,Parmalat Canada Inc.,Lactose free 2% milk
